bkg,"Buraka, Bolaka, Boraka, Bouraka"
bkj,"Pande, Ipande"
bme,"Limassa, Bamassa, Bomasa, Bomassa"
boy,Bodo
bpd,Banda-Banda
bqk,"Banda-Mbrès, Banda of Mbrès, Banda-Mbre"
bvq,"Birri, Biri, Bviri, Viri"
deq,Dendi
dgk,Dagba
gba,Gbaya
gbg,"Gbanziri, Banziri, Gbandere, Gbanzili"
gbp,"Gbaya-Bossangoa, Gbaya de Bosangoa, Gbaya of Borro, Gbaya of Bossangoa, Gbaya-Borro, Gbea, Gbeya"
gbq,"Gbaya-Bozoum, Bozom, Gbaya de Bozoum"
gbv,"Gbanu, Banu, Gbanou"
gdi,"Gundi, Ngondi, Ngundi"
geq,"Geme, Gueme, Jeme, Ngba Geme"
gnz,Ganzi
gso,"Gbaya (Southwest), Gbaya Sud-Ouest"
gya,"Gbaya (Northwest), Gbaya, Gbaya Nord-Ouest"
gyg,"Gbayi, Kpasiya"
kah,"Kara, Dam Fer, Fer, Fertit"
kbn,"Kare, Kali, Kari, Karré"
kcm,"Gula, Goula, Gula du Mamoun, Kara, Kara de Soudan, Kara of Sudan, Tar Gula, Yamegi"
koj,"Sara Dunjo, Kaba Dunjo, Sara Dinjo"
ksp,"Kaba, Kabba, Sara, Sara Kaba"
kuw,"Kpagua, Kpagwa"
kym,"Kpatili, Kpatere, Kpatiri, Ngindere"
liy,"Banda-Bambari, Banda of Bambari, Banda-Linda"
lna,"Langbashe, Langbase, Langbashi, Langbasi, Langbwasse, Langwasi"
lnl,Banda (South Central)
mcx,"Mpiemo, Bimu, Mbimou, Mbimu, Mbyemo, Mpo, Mpyemo"
mdn,"Mbati, Isongo, Issongo, Lisongo, Lissongo, Songo"
mgn,"Mbangi, Mbangui"
mzv,"Manza, Mandja, Manja"
nbm,"Ngbaka Ma’bo, Bouaka, Bwaka, Gbaka, Ma’bo, Mbacca, Mbaka, Nbwaka, Ngbaka Limba"
ndy,"Lutos, Ruto"
ngd,"Ngando, Bagandou, Bangandou, Bodzanga, Dingando, Ngando-Kota"
ngg,Ngbaka Manza
nmj,"Ngombe, Bagando-Ngombe, Bangando-Ngombe, Ngombe-Kaka"
nzk,"Nzakara, Ansakara, N’sakara, Sakara, Zakara"
pnz,"Pana, Pani"
sag,"Sango, Sangho"
sbz,"Sara Kaba, Ta Sara"
snj,Sango (Riverain)
sqm,"Suma, Souma"
ukh,"Ukhwejo, Benkonjo, Ukwedjo"
vae,Vale
yaj,"Banda-Yangere, Yangere, Yanguere"
yky,Yakoma
yul,"Yulu, Youlou"
amj,"Amdang, Andangti, Biltine, Mima, Mime, Mimi, Mututu"
bbz,"Arabic (Babalia Creole), Babalia, Babaliya, Bubalia"
bdm,"Buduma, Boudouma, Yedima, Yedina, Yidana, Yidena"
bdo,"Morom, Bernde, Tar Murba"
bes,"Besme, Beseme, Besemme, Bodor, Hounar, Huner, ’Unar"
bid,"Bidiyo, Bidio, ’Bidio, Bidiya, ’Bidiyo, Bidiyo-Waana, Bidyo"
bjv,"Bedjond, Bediondo, Bediondo Mbai, Bédjonde, Bedjondo, Mbay Bediondo, Mbay Bejondo, Nangnda"
bmi,"Bagirmi, Baghirmi, Bagrimma, Baguirme, Baguirmi, Barma, Lis, Lisi, Mbarma, Tar Bagrimma, Tar Barma"
bso,"Buso, Bousso, Busso, Dam de Bousso"
btf,"Birgit, Bergit, Berguid, Birgid"
bub,"Bua, ’Ba, Boa, Boua, Bwa"
bva,"Barein, Baraïn, Guilia, Jalkia"
bvf,"Boor, Bwara, Damraw"
bvo,Bolgo
bxv,"Berakou, Babalia, Bubalia"
cds,Chadian Sign Language
ckq,"Kajakse, Kadjakse, Kajeske, Kawa Tadimini, Kujarke, Mini"
daa,"Dangaléat, Danal, Dangal, Dangla"
dai,"Day, Dai"
dau,"Daju (Dar Sila), Bokorike, Dadjo, Dajou, Daju, Sila, Sula"
djc,"Daju (Dar Daju), Dadjo, Dadju, Dajo, Dajou, Daju, Daju Mongo, Daju Oum Hadjer"
dsi,Disa
dzg,"Dazaga, Dasa, Daza, Dazza"
fgr,"Fongoro, Gele, Kole"
fni,"Fania, Fagnia, Fana, Fanian, Fanya, Fanyan, Kobe, Mana"
fui,"Fulfulde (Bagirmi), Baghirmi Peul, Bagirmi Fula"
gab,"Gabri, Gabere, Gaberi, Ngabre, Southern Gabri"
gdk,Gadang
gdm,"Laal, Gori"
glc,"Bon Gula, Bon, Bon Goula, Bun, Êeni, Gula Guera, Poun, Taataal"
glj,"Gula Iro, Goula d’Iro, Goula Iro"
glu,"Gula, Bayo, Goula, Sara Goula, Sara Gula"
goy,Goundo
gqr,"Gor, Bodo"
gvl,"Gulay, Goulai, Goulaye, Goulei, Gulai, Gulei"
hed,"Herdé, He’dé, “Kado” (pej.), Ka’do Herdé, Zime, Zime of Pala"
hor,"Horo, Hor"
jeu,"Jonkor Bourmataguil, Djongor Bourmataguil, Dougne, Karakir"
jyy,Jaya
kbl,"Kanembu, Kanambu, Kanembou"
ker,Kera
kia,Kim
kie,"Kibet, Kabentang, Kibeet, Kibeit"
klf,"Kendeje, Yaali"
kou,"Koke, Khoke"
kqp,"Kimré, Gabri-Kimré, Gawra"
kth,"Karanga, Kurunga"
kvf,"Kabalai, Gablai, Kaba-Lai, Kabalay, Kabalaye, Keb-Kaye, Lai, Lay"
kvi,"Kwang, Kouang, Kuang, Kwong"
kwg,"Kaba Démé (Sara), Kaba ’Dem, Kaba Démé, Kaba Demi, Sara Kaba Dem, Tà Sàra"
kwv,"Kaba Naa (Sara), Dana, Kaba Na, Kaba Naa, Kaba Nar, Na, Sara Kaba"
kxj,"Kulfa, “Kaba So” (pej.), Kulfe, Kurmi, Kurumi"
kyq,"Kenga, Cenge, Kenge"
lap,"Laka, Kabba Laka"
lln,Lele
lme,"Pévé, “Kado” (pej.), Ka’do Pevé, Lamé, Zime"
mcn,"Masana, “Banana” (pej.), Masa, Massa"
mcw,"Mawa, Mahoua, Mahwa"
mde,"Maba, Borgu, Bura Mabang, Kana Mabang, Mabaa, Mabak, Mabang, Ouaddai, Ouaddaien, Wadai, Waddayen"
mdg,Massalat
mes,"Masmaje, Masmadje, Mesmedje"
mgb,"Mararit, Abiri, Abiyi, Ebiri, Mararet, Merarit"
mge,"Mango, Doba, Mbay Doba, Mongo"
mje,"Muskum, Muzgum"
mlj,"Miltu, Miltou"
mmy,"Migaama, Dionkor, Djonkor, Djonkor Abou, Dyongor, Jongor, Migama, Telfane"
mne,Naba
mou,"Mogum, Mogoum"
moz,"Mukulu, Diongor Guera, Djonkor Guera, Dyongor Guera, Gergiko, Guerguiko, Jonkor-Gera, Mokilko, Mokoulou, Mokulu"
mpg,"Marba, Azumeina"
mpk,"Mbara, G’kelendeg, G’kelendeng, Guelengdeng, Massa de Guelengdeng"
mse,"Musey, Bananna, Bananna Ho Ho, Mosi, Moussei, Moussey, Musei, Museyna, Mussoi, Mussoy"
mua,"Mundang, Kaele, Moundan, Moundang, Nda"
mub,"Mubi, Moubi"
muj,Mabire
mvh,"Mulgi, Mire"
mvu,"Marfa, Marba"
mwm,"Sar, Sara, Sara Madjingay"
myb,"Mbay, Mbai, Mbay Moissala, Mbaye, Moissala Mbai, Sara Mbai"
ndm,"Ndam, Dam, Ndamm"
nie,"Niellim, Lua, Mjillem, Nielim, Nyilem"
nmc,"Ngam, Ngahm, Ngama, Ngamh, Sarngam"
nnc,"Nancere, Nanchere, Nangcere, Nangjere, Nangtchere, Nanjeri, Nantcere"
nnn,"Ngete, Ka’do Ngueté, Nge’dé, Ngueté, Nguetté, Zime"
noy,"Noy, Loo"
nzy,"Nzakambay, Mboum, Mbum, Mbum Nzakambay, Njakambai, Nzak Mbai, Nzaka Mbay, Nzakmbay"
rou,"Runga, Aykindang, Rounga, Roungo"
saa,"Saba, Jelkung"
sba,"Ngambay, Gamba, Gambaye, Gamblai, Ngambai, Sara, Sara Ngambai"
sbj,"Surbakhal, Sourbakhal"
shu,"Arabic (Chadian Spoken), Arabe Choa, Chad Arabic, Chadian Arabic, Chowa, L’arabe du Tchad, Shua, Shua Arabic, Shuwa Arabic, Suwa"
sjg,"Assangori, Asong, Assoungor, Asungore, Azanguri, Bognak-Asungorung, Goran, Madungore, Soungor, Sungor"
sok,Sokoro
sor,"Somrai, Sibine, Somray, Somre, Somrei, Soumrai, Soumray, Sounrai, Sumrai"
swy,"Sarua, Saroua, Sarwa"
sys,"Sinyar, Shamya, Shamyan, Shemya, Sinya, Symiarta, Taar Shamyan, Zimirra"
tax,"Tamki, Temki"
tma,"Tama, Tamok, Tamongobo, Tamot"
tmc,"Tumak, Dije, Sara Toumak, Toumak, Tumac, Tumag, Tummok"
tng,"Tobanga, Gabri, Gabri-Nord, Gabri-North, Northern Gabri"
trj,"Toram, Torom, Torum"
tug,"Tunia, Tounia, Tun, Tunya"
tuq,"Tedaga, Tebou, Tebu, Teda, Tibbu, Toda, Todaga, Todga, Toubou, Tubu, Tuda, Tudaga"
ubi,"Ubi, Oubi"
vkj,Kujarge
xuo,"Kuo, Ko, Koh"
zim,"Mesme, Djime, Djiwe, Zime of Kélo"
zna,"Zan Gula, Goula, Gula Guera, More, Moriil, Morre"
zrn,"Zerenkel, Zirenkel"
alc,"Qawasqar, Alacaluf, Alacalufe, Halakwulup, Kaweskar, Kawesqar"
cqu,Quechua (Chilean)
csg,"Chilean Sign Language, Lengua de Señas Chilena, Lenguaje Chileno de Signos, Lenguaje de Señas, LENSE, LSCh"
huh,"Huilliche, Huiliche, Veliche"
kbf,"Kakauhua, Cacahue, Kaukaue"
kuz,"Kunza, Atacameño, Likanantaí, Lipe, Ulipe"
rap,"Rapa Nui, Easter Island, Pascuense, Rapanui"
yag,"Yámana, Tequenica, Yagán, Yaghan, Yahgan"
acn,"Achang, Acang, Ach’ang, Achung, Ahchan, Atsang, Maingtha, Mönghsa, Ngacang, Ngac’ang, Ngachang, Ngatsang, Ngo Chang, Ngochang, Xiandao"
adx,"Tibetan (Amdo), Amdo, Anduo, Ngambo, Panang"
aeu,"Akeu, Aki, Akui"
aib,"Ainu, Abdal, Aini, Aynu"
aih,"Ai-Cham, Atsam, Jiamuhua, Jin, Jinhua"
aou,"A’ou, |Auo, Ayo"
atb,"Zaiwa, Aci, Aji, Atshi, Atsi, Atsi-Maru, Atzi, Azi, Szi, Tsaiwa, Xiaoshanhua"
aub,"Alugu, Muji, Phula, Phupha"
aza,"Azha, Aji, Ajiwa, A’ndze, A’ntsaozo, Azan, Black Phula, Cowtail Phula, Golden Phula, Han Phula, Hei Phula, Hua Phula, Hua Yi, Jin Phula, Nimitso, Niuweiba Phula, Phula, Phuphje, Shaoji Phula, Sifter Basket Phula"
bbh,"Bugan, Bengan, Bogan, Bugeng, Hualo, Huazu, Pukan, Puqeng"
bca,"Bai (Central), Labbu, Minchia, Minjia, Minkia, Nama, Pai"
bfc,"Bai (Panyi), Bijiang Bai, Lan-Bi Bai, Leme, Lemo, Northern Bai, Panyi"
bfs,Bai (Southern)
bje,"Biao-Jiao Mien, Biao Chao, Byau Min, Dongshan Biao Min"
blr,"Blang, Bulang, K’ala, Kawa, Kontoi, Plang, Pula, Pulang"
bmt,"Biao Mon, Biao Mien, Biaoman, Biao-Mian, Changping, Min Yao, Sida Min Yao"
bod,"Tibetan (Central), Bhotia, Dbus, Dbusgtsang, Phoke, Tibetan, U, Wei, Weizang, Zang"
bpn,"Dzao Min, Ba Pai Yao, Yao Min, Yau Min, Zaomin"
bqh,"Baima, Bai Ma, Pe"
buh,"Bunu (Younuo), Pu No, Punu, Younuo, Yuno, Yunuo"
bvp,"Bumang, Manzhang Dai"
bwn,"Bunu (Wunai), Hm Nai, Ngnai, Punu, Wunai"
bwx,"Bunu (Bu-Nao), Bunao, Po-Nau, Punu"
bxd,"Pela, Bela, Bola, Bula, Pala, Polo"
bxu,"Buriat (China), Ba’erhu-Buliyate, Bargu Buriat, Buriat-Mongolian, Buryat, Northeastern Mongolian, Northern Mongolian"
byk,"Biao, Gang Bau, Kang Bau, Kang Beu, Kang Pau"
byo,"Biyo, Bio, Biyue, Piyo"
bzi,"Bisu, Lawa, Lua, Mbi, Mibisu, Misu, Pin"
cda,"Choni, Chona, Chone, Cone, Jone, Zhuoni"
cdo,"Chinese (Min Dong), Eastern Min"
cdy,"Chadong, Cha Dong, Chadonghua, Chadongyu"
cjy,"Chinese (Jinyu), Jin, Jinyu"
cng,"Qiang (Northern), Ch’iang"
cov,"Cao Miao, Grass Miao, Mjiuniang, Sanjiang Miao"
cpx,"Chinese (Pu-Xian), Henghua, Hinghua, Hsienyu, Hsinghua, Putian, Putten, Xianyou, Xinghua"
cqd,"Miao (Chuanqiandian Cluster), Chuanchientien Miao, Chuanqiandian Miao, Core Farwestern Hmongic, Hua Miao, Sichuan-Guizhou-Yunnan Miao, Western Miao"
csl,"Chinese Sign Language, China Coast Pidgin, Zhongguo Shouyu"
cuq,"Cun, Cunhua, Cun-Hua, Ngao Fon"
cuu,"Tai Ya, Cung, Daiya, Huayao Dai, Multi-colored Waistband Tai, Tai Cung, Tai-Chung, Tai-Cung, Ya, Yuanxin Hongjin Dai"
czh,"Chinese (Huizhou), Hui, Huizhou"
czo,"Chinese (Min Zhong), Central Min"
doc,"Dong (Northern), Gam, Kam, Tong, Tung, Tung-Chia"
dta,"Daur, Daguor, Dagur, Dawar, Dawo’er, Tahuerh, Tahur"
duu,Drung
eee,"E, Eahua, Kjang E, “Wuse Hua” (pej.), “Wusehua” (pej.)"
enu,"Enu, Ximoluo"
ero,"Horpa, Bawang, Bopa, Danba, Daofu, Daofuhua, Dawu, Ergong, Geshitsa, Geshiza, Geshizahua, Hor, Hórsók, Huo’er, Nyagrong-Minyag, Pawang, Rgu, rTau, sTau, Western Gyarong, Western Jiarong, Xinlong-Muya"
ers,"Ersu, Bu’erci, Bu’erzi, Bu’erzi Ersu, Doxu, Duoxu, Erhsu, Lizu, Lusu, T’osu"
evn,"Evenki, Ewenk, Ewenke, Ewenki, Khamnigan, Owenke, Solon, Solong, Sulong, Suolun"
gan,"Chinese (Gan), Gan, Jiangxi hua, Jiangxinese, Kan"
giu,"Mulao, Ayo"
giw,"Duoluo, Bai Gelo, White Gelao"
gqi,"Guiqiong, Guichong, Guiqiang, Yutong"
gqu,"Qau, Aqao, Gao"
gro,"Groma, Tromowa"
hak,"Chinese (Hakka), Hakka, Hokka, Ke, Kechia, Kejia, Majiahua, Tu Guangdonghua, Xinminhua"
hea,"Miao (Northern Qiandong), Black Miao, Central Miao, Chientung Miao, East Guizhou Miao, Gha Ne, Gha Ne Dlai, Heh Miao, Hei Miao, Hmu, Northern East Guizhou Miao, Northern Hmu"
hle,"Hlersu, Lesu, Sansu, Shansu"
hma,"Miao (Southern Mashan), Southern Mashan Hmong"
hmc,"Miao (Central Huishui), Central Huishui Hmong"
hmd,"Miao (Large Flowery), A-Hmao, Big Flowery Miao, Da Hua Bei Miao, Da Hua Miao, Diandongbei Miao, Flowery Miao, Great Flowery Tribe, Hua Miao, Hwa Miao, Northeastern Dian Miao, Northeastern Yunnan Miao, Ta Hwa Miao"
hme,"Miao (Eastern Huishui), Eastern Huishui Hmong"
hmg,"Miao (Southwestern Guiyang), Southwestern Guiyang Hmong"
hmh,"Miao (Southwestern Huishui), Miao, Southwestern Huishui Hmong"
hmi,"Miao (Northern Huishui), Northern Huishui Hmong"
hmj,"Ge, Chonganjiang Miao, Ge Jia, Gedang, Gedong, Gedou, Gedou Miao, Gedoudiu, Gedu, Gejia, Ge-Mong, Gho-mhon, Keh Deo"
hml,"Miao (Luopohe), Lobohe Miao, Luobo River Miao, Luobohe Hmong, Luopohe Hmong, Xi, Xijia Miao, Ximahe Miao"
hmm,"Miao (Central Mashan), Central Mashan Hmong"
hmn,Hmong
hmp,"Miao (Northern Mashan), Northern Mashan Hmong"
hmq,"Miao (Eastern Qiandong), Black Miao, Central Miao, Chientung Miao, Eastern East-Guizhou Miao, Eastern Hmu, Hei Miao, Hmu"
hms,"Miao (Southern Qiandong), Black Miao, Central Miao, Chientung Miao, Hei Miao, Hmu, Southern East-Guizhou Miao, Southern Hmu"
hmw,"Miao (Western Mashan), Western Mashan Hmong"
hmy,"Miao (Southern Guiyang), Southern Guiyang Hmong"
hmz,"Sinicized Miao, Biantou Miao, Changshu Miao, Curved Comb Miao, Flat Head Miao, Han Miao, Hmong Nzi, Hmong Sa, Hmong Shua, Hmong Sua, Long Comb Miao, Lopsided Comb Miao, Mushu Maio, Shuixi Miao, Waishu Miao, Water Miao, West of the Water Miao, Wooden Comb Miao"
hni,"Hani, Hanhi, Hani Proper, Haw"
how,"Honi, Baihong, Hao-Bai, Haoni, Ho, Ouni, Uni, Woni"
hrm,"Miao (Horned), A-Hmo, Bai Miao, Changjiao Miao, Forest Miao, Hmong Khua Shua Ndrang, Hmong Ndong, Hmong Ndou, Hmong Sou, Jiao Miao, Jiaojiao Miao, Kha-Nzi, Longhorn Miao, Qing Miao, White Miao"
hsn,"Chinese (Xiang), Hsiang, Hunan, Hunanese, Xiang"
huj,"Miao (Northern Guiyang), Northern Guiyang Hmong"
huo,Hu
huq,"Tsat, Hainan Cham, Hui, Huihui, Sanya Hui, Utsat, Utset"
iii,"Nuosu, Black Yi, Liangshan Yi, Northern Yi, Nosu Yi, Sichuan Yi"
ili,"Ili Turki, Ili Turk, Tuerke, Tu’erke, T’urk"
ium,"Iu Mien, Ban Yao, Highland Yao, Mian, Mien, Myen, Pan Yao, Yao, Yiu Mien, Youmian"
jih,"sTodsde, Shangzhai, Western Jiarong"
jio,"Jiamao, Gevou, Kamau, Ku vou, Tai"
jiq,"Lavrung, Guanyingqiao, Western Jiarong, Zhongzhai"
jiu,"Jinuo (Youle), Jino, Youle"
jiy,"Jinuo (Buyuan), Buyuan, Jino"
jya,"Jiarong, Chiarong, Gyarong, Gyarung, Jarong, Jyarung, Keru, Rgyarong"
kaf,"Katso, Gazhuo, Gezhuo, Kazhuo"
kfj,Kemiehua
kgy,"Kyerung, Kyerong, Kyirong"
khb,"Lü, Dai, Dai Le, Lu, Lue, Ly, Pai’i’, Pai-I, Shui-Pai-I, Sipsongpanna Dai, Tai Lu, Xishuangbanna Dai"
khg,"Tibetan (Khams), Kam, Kang, Khamba, Khampa, Khams, Khams Bhotia, Khams-Yal"
kkn,"Kon Keu, Kongge"
kmc,"Dong (Southern), Gam, Kam, Tong, Tung, Tung-Chia"
ktp,"Kaduo, Khatu"
kxs,"Kangjia, Kangyang Hui"
lay,"Bai (Lama), Lama, Lan-Bi Bai, Nama, Northern Bai"
lbc,"Lakkia, Chashan Yao, Lajia, Laka, Lakia, Lakja, Lakkja, Tai Laka, Tea Mountain Yao"
lhi,"Lahu Shi, Kur, Kwi, Lahu Xi, Shi, Yellow Lahu"
lhu,"Lahu, Kaixien, Kucong, Kutsong, Lahuna, Laku, Lohei, Moso, Muhso, Mussar, Musso, Mussuh, Namen"
lic,"Hlai, Bli, Dai, Day, Dli, Klai, La, Lai, Le, Li, Loi, Slai"
lis,"Lisu, Chedi, Cheli, Chung, Khae, Leisu, Leshuoopa, Lesuo, Li, Li-Hsaw, Lip’a, Lisaw, Li-Shaw, Lishu, Liso, Lissu, Loisu, Lusu, Lu-Tzu, Yao Yen, Yaw Yin, Yaw-Yen, Yeh-Jen"
llh,Lamu
lov,Lopi
lpo,"Lipo, Central Lisu, Dayao, Eastern Lisu, Lolongo"
lwm,"Laomian, Bisu, Guba, Lawmeh"
lwu,Lawu
mjg,"Tu, Mongor, Mongour, Monguor"
mji,"Kim Mun, Chasan Yao, Gem Mun, Hainan Miao, Jim Mun, Jinmen, Kem Mun, Kimmun, Lan Tin, Lanten, Lowland Yao, Man Lantien, Men, Mun, Shanzi Yao"
mkg,"Mak, Ching, Mo, Mochiahua, Mohua, Mo-Hua, Mojiahua"
mlm,"Mulam, Abo, Kyam, Molao, Mulao, Mulao Miao, Muliao, Mulou"
mmd,"Maonan, Ai Nan"
mml,"Man Met, Manmi, Manmit"
mmr,"Miao (Western Xiangxi), Eastern Miao, Ghao-Xong, Hsianghsi Miao, Huayuan Miao, Meo Do, Northern Miao, Red Meo, Red Miao, West Hunan Miao, Western Ghao-Xong, Western West-Hunan Miao"
mnc,"Manchu, Man"
mnp,"Chinese (Min Bei), Min Pei, Northern Min"
muq,"Miao (Eastern Xiangxi), Eastern Ghao-Xong, Eastern Miao, Eastern West-Hunan Miao, Ghao-Xong, Hsianghsi Miao, Meo Do, Northern Miao, Red Meo, Red Miao"
mvf,"Mongolian (Peripheral), Inner Mongolian, Menggu, Monggol, Mongol, Southern-Eastern Mongolian"
mvm,"Muya, Boba, Manyak, Menya, Minyag, Minyak, Miyao, Munya"
mww,"Hmong Daw, Bai Miao, Banded Arm Hmong, Hmong Dleu, Hmong Qua Mpa, Meo Do, Meo Kao, Mong Do, Mong Trang, Pe Miao, Peh Miao, Striped Arm Hmong, Striped Hmong, White Hmong, White Lum, White Meo, White Miao"
nmy,"Namuyi, Naimuci, Naimuzi"
nos,"Nisu (Eastern), Nisu, Shiping-Jianshui Nisu, Shiping-Jianshui Yi"
nru,"Narua, Eastern Naxi, Moso, Mosso, Mosuo, Na, Naru, Nazu"
nsd,"Nisu (Southern), Yuan-Mo Yi"
nsf,Nisu (Northwestern)
nsv,Nisu (Southwestern)
nuf,Nusu
nxq,"Naxi, Lomi, “Moso” (pej.), “Mosso” (pej.), “Mo-Su” (pej.), Mu, Nahsi, Nakhi, Naqxi, Nasi"
onb,"Lingao, Bê, Limkow, Linkow, Ongbe, Ong-Be, Vo Limkou"
orh,"Oroqen, Elunchun, Olunchun, Orochen, Orochon, Oronchon, Ulunchun"
pcc,"Bouyei, Bo-I, Bui, Buyei, Buyi, Buyui, Chung-Chia, Dioi, Giay, Pui, Pu-I, Pujai, Pu-Jui, Puyi, Puyoi, Shuihu, Tujia, Zhongjia"
pdi,"Pa Di, Padi"
peh,"Bonan, Bao’an, Baonan, Boan, Paoan, Paongan"
pha,"Pa-Hng, Baheng, Bahengmai, Man Pa Seng, Meo Lai, Pa Hng, Pa Ngng, Pa Then, Paheng, Tóng"
ply,"Bolyu, Baliu, Lai, Lailai, Paliu, Palju, Palyu, Polyu"
pmi,"Pumi (Northern), Ch’rame, Pimi, P’ömi, Primmi, P’rome, Pruumi, P’umi"
pmj,"Pumi (Southern), Pimi, P’ömi, Primmi, P’rome, Pruumi, P’umi"
pnu,"Bunu (Jiongnai), Hualan Yao, Jiongnai, Jiongnaihua, Kiong Nai, Punu, Qiungnai"
qvy,"Queyu, Choyo, Zhaba"
qxs,"Qiang (Southern), Ch’iang"
sce,"Dongxiang, Santa, Tung, Tunghsiang"
sfm,"Miao (Small Flowery), Atse, Ghab-Mvb Ghab-Svd, Ghuab-Hmongb Ghuab-Soud, Hsiao Hwa Miao, Xiao Hua Miao"
sgk,"Sangkong, Buxia"
shx,"She, Huo Nte"
sjo,"Xibe, Sibe, Sibin, Sibo, Xibo"
slr,"Salar, Sala"
smh,Samei
srh,"Sarikoli, Saliku’er, Salikur, Sarikuli, Sariqul, Sarykoly, Tadzik, Tajik, Tajiki"
swi,"Sui, Ai Sui, Shui, Sui Li, Suipo"
sxg,"Shixing, Xumi"
tct,"T’en, Rao, Rau, Then, Yang Hwang, Yanghuang"
tdd,"Tai Nüa, Chinese Shan, Chinese Tai, Dai Kong, Dai Na, Dai Nuea, Daide, Dehong, Dehong Dai, Tai Dehong, Tai Le, Tai Mao, Tai Neua, Tai nö, Tai Nü, Tai Nue, Tai taü, Tai-Kong, Tai-Le, Yunannese Shan, Yunnan Shant’ou"
tiz,Tai Hongjin
tji,"Tujia (Northern), Tuchia, Tudja"
tjs,"Tujia (Southern), Tuchia"
tsk,"Tseku, Tsuku, Tzuku"
uig,"Uyghur, Uighuir, Uighur, Uiguir, Uigur, Uygur, Weiwu’er, Wiga"
uuu,"U, A’erwa, Awa Blang, Puman, P’uman, Wa, Wu, Wu Blang"
vwa,"Awa, Ava, Awa Wa, Va"
wbm,"Wa (Vo), Ban, Kawa, K’awa, La, Pan, Pinyin, Va, Vo, Wa Pwi, Wakut"
wuh,"Wutunhua, Wutong, Wutun"
wxa,"Waxianghua, Wogang, Xianghua"
xnh,"Kuanhua, Damai"
ybe,"Yugur (West), Sari Yogur, Sarig, Sarygh Uygur, Sary-Uighur, Ya Lu, Yellow Uighur, Yugu, Yuku"
ybk,"Bokha, Akapa, Aphu, Black Muji, Bokho, Flowery Phula, Hei Muji, Hua Phula, Lao Phula, Pao Tle"
ych,Chesu
ycl,"Lolopo, Bai Yi, Central Yi, Gaoshanzu, Hei Yi, Lolopho, Lulupu, Luolu"
ygp,"Gepo, Baiyi, Gepu, Guo, Gupu, Guzu, Jiantouyi, Köpu, Nasu, Pingtouyi"
yha,"Buyang (Baha), Buyang, Buyang Zhuang, Guangnan Buyang, Western Buyang"
yhl,"Phowa (Hlepho), Abo, Boren, Bozi, Conehead Phula, Cowtail Phula, Daizhanpho, Digaopho, Flowery Phula, Hua Phula, Jiantou Phula, Minjia, Niuweiba Phula, Paola, Pho, Phula, Sandaohong Phula, Shaoji Phula, Sifter Basket Phula, Thrice Striped Red Phula, Xiuba"
yif,Ache
yig,"Nasu (Wusa), Eastern Yi"
yik,"Lalo (Dongshanba), Lalu, Lalupa, Lalupu"
yip,"Pholo, Black Phula, Flowery Phula, Phu, Phula"
yiq,"Miqie, Micha, Mielang, Minqi"
yit,Lalu (Eastern)
yiu,"Awu, Luowu, Luwu"
yiv,"Nisu (Northern), E-Xin Yi"
yix,"Axi, Ahi, Axibo, Axipo"
yiz,Azhe
ykl,"Khlula, Alapha, Black Phula, Black Zokhuo, Hei Phula, Mo, Namupha, Pao, Phulapha, Shaoji Phula, Sifter Basket Phula, Tula, Zokhuo Na"
ykn,"Kua-nsi, Baiyi ren, Kua’ensi, Kua’eshi"
ykt,"Kathu, Gasu"
yku,Kuamasi
ylm,"Limi, Liumi"
yln,"Buyang (Langnian), Buozaang, Buyang Zhuang, Eastern Buyang, E’cun Buyang"
ylo,"Naluo, Gan Yi, Laluo, Naruo, Shui Yi, Shuitian"
ymc,"Muji (Southern), Aga, Khlaka, Lahi, Muzi, Phula, Tjeki, Tshebu, Tshibu"
ymd,Muda
ymh,Mili
ymi,"Moji, Flathead Phulai, Muji, Phula, Phulawa, Pingtou Phula"
ymq,"Muji (Qila), Doka, Mujitsu, Phutsu"
ymx,"Muji (Northern), Bokha, Hlaka Mujima, Phula"
ymz,"Muzi, Mogeha, Muji"
yna,"Aluo, Gan Yi, Laka, Lila, Niluo, Yala"
yne,"Lang’e, La’u"
ypa,"Phala, Black Phula, Bola, Hei Phula, Khapho, Phula, Phulepho"
ypb,"Phowa (Labo), Asaheipho, Asahopho, Ekhepho, Labopho, Pho, Phula, White Phu, Zemapho"
ypg,"Phola, Bola, Flowery Phula, Hua Phula, Phula, Phulepho, Tsha Phula"
yph,"Phupha, Phula, Phupho, Tsapho"
ypm,"Phuma, Black Muji, Hei Muji, Muji, Paotlo, Phula, Phuli, Shaoji Phula, Sifter Basket Phula"
ypn,"Phowa (Ani), Anipho, Flowery Phu, Hua Phu, Laotshipu, Pho, Phula"
ypo,"Phola (Alo), Bola, Pula"
ypp,"Phupa, Hlagho, Laghï, Lala, Lamu, La’ou, Lapa, Larhwo, Muzi, Phula, Phupha, Tshebu"
ypz,"Phuza, Hei Phu, Phu’a, Phujitsu, Phula"
yrn,"Yerong, Ban Yao, Da Ia, Daban Yao, Eastern Buyang, Guangxi Buyang, Ia Hrong, Iron Yao, Khyung Buyang, Liu Yao, Napo Buyang, Six Yao, Tie Yao, Tu Yao Indigenous Yao, Yalang, Yang Khyung, Yerong Buyang"
ysd,"Samatao, Samadu, Samaduo, Samou"
