IDv2,Speakers,Source,Date added,Raw Thumbnail,Branded Thumbnail,Languages by ISO Code,Captions by ISO Code,Languages Used,Alternate Name,Speaker Notes,Intake notes,Video Nation,Youtube Publish Schedule,Public (Youtube),Licenses,Publicity Clause,Transcribed,Transcription,Translation,Notes,italki call to action,italki active language,italki video has link,Publish order,Secondary Publish,Published on (Facebook),Facebook URL,Languages per video,Youtube Banners Updated,Youtube ID,Youtube URL,Demographics,Geneaology,Top level genealogy per language,Given language name,Video Description,Continent,.IDv1,Record Created At,Video Territory,Caption File Link
Julian_20141125_sqi,Julian__20141125,Plator_Gashi_20140702,11/25/2014,julian.png (https://dl.airtable.com/F9LUA3lUQtmHbMnnbC4E_julian.png),Julian_s1_M_20141125_sqi.jpg (https://dl.airtable.com/M91Z1Ua3TNyKpI9zlEC9_Julian_s1_M_20141125_sqi.jpg),sqi,,Albanian,,,,Kosovo,11/25/2014,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,checked,T9JkzyrvbP4,https://youtu.be/T9JkzyrvbP4,"Population total all languages: 5,414,300.",,,"Albanian,,,,,",,Eurasia,,2014-12-22,,
Artur_20150101_glg,Artur__20150101,Plator_Gashi_20140702,1/1/2015,artur.png (https://dl.airtable.com/EiwoIgDFRmKWRC9nPiz3_artur.png),Artur_s1_M_20150101_glg.jpg (https://dl.airtable.com/Ht8rOF7QTeHEExlOA5eQ_Artur_s1_M_20150101_glg.jpg),glg,,Galician,,,,Kosovo,1/1/2015,Public,Standard,,,,,,Get a free Galician lesson with italki: http://promos.italki.com/wikitongues_glg,1 checked out of 1,checked,,,,,1,checked,qJVY25bli80,https://youtu.be/qJVY25bli80,"2,340,000 in Spain (ELDIA 2012). Population total all countries: 2,355,000.","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",Indo-European,"Catalan,,,,,",,Eurasia,,2014-12-22,,
Ajriz_20150103_-gor,Ajriz__20150103,Plator_Gashi_20140702,1/3/2015,Screen Shot 2016-07-25 at 5.02.44 PM.png (https://dl.airtable.com/WMfuBl93TbJmLVsMQjwL_Screen%20Shot%202016-07-25%20at%205.02.44%20PM.png),Ajriz_s0_M_20150103_.png (https://dl.airtable.com/ZkCyMMCdTDmmOtFiRmCf_Ajriz_s0_M_20150103_.png),-gor,,Gorani Našinski,,,,Kosovo,1/3/2015,Public,CC BY-NC 3.0,checked,,,,,,1 checked out of 1,,,,,,1,checked,0c5vl2Vx0wQ,https://youtu.be/0c5vl2Vx0wQ,,,,"Gorani Našinski,,,,,",,,,2016-1-19,,
Janek_20150115_pol,Janek__20150115,Plator_Gashi_20140702,1/15/2015,janek.png (https://dl.airtable.com/55Up65T4aqEKGhTyTV2A_janek.png),Janek_s1_M_20150115_pol.jpg (https://dl.airtable.com/P710gMWIS1GqHoYYSpvi_Janek_s1_M_20150115_pol.jpg),pol,,Polish,,,,Kosovo,1/15/2015,Public,Standard,,,,,,Get a free Polish lesson with italki: http://promos.italki.com/wikitongues_pol,1 checked out of 1,checked,,,,,1,checked,9pBaJojzNOI,https://youtu.be/9pBaJojzNOI,"36,600,000 in Poland (ELDIA 2012). Population total all countries: 38,663,780.","Indo-European, Slavic, West, Lechitic",Indo-European,"Polish,,,,,",,Eurasia,,2014-12-22,,
Nikolin_20150117_rup,Nikolin__20150117,Plator_Gashi_20140702,1/17/2015,,,rup,,Aromanian,,,,Kosovo,1/17/2015,Removed,Standard,,,,,"Removed upon request
",,1 checked out of 1,,,,,,1,,,No ID,"50,000 in Greece (Salminen 1993). Population total all countries: 114,340. Ethnic population: 700,000 ( Association of French Aromanians).","Indo-European, Italic, Romance, Eastern",Indo-European,§,,Eurasia,,2014-12-22,,
Drita_20150210_ysl,Drita__20150210,Plator_Gashi_20140702,2/10/2015,drita-ysl-thumb-raw.png (https://dl.airtable.com/5lCBwy9HQjCSUUdHO5WG_drita-ysl-thumb-raw.png),drita-ysl-thumb.jpg (https://dl.airtable.com/pvNxCh9CSGu8S2x63IG9_drita-ysl-thumb.jpg),ysl,,Yugoslavian Sign Language,Kosovar Sign Language,,,Kosovo,2/10/2015,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,checked,SGTGWJf4dWw,https://youtu.be/SGTGWJf4dWw,"30,000 users out of 60,000 deaf persons in former larger Yugoslavia (Van Cleve 1986).",Deaf sign language,,"Kosovar Sign Language,,,,,",,"Eurasia, Eurasia",,2015-2-7,,
Ilir_20150416_aln,Ilir__20150416,Plator_Gashi_20140702,4/16/2015,ilir-aln-thumb-raw.png (https://dl.airtable.com/EGExAqR3QGSisRxC0WSe_ilir-aln-thumb-raw.png),Ilir_s1_M_20150416_aln.jpg (https://dl.airtable.com/9fitL8s5T2KF4F4PmMrw_Ilir_s1_M_20150416_aln.jpg),aln,,"Albanian, Gheg",,,,Kosovo,4/16/2015,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,checked,Z5B7eKSJHBQ,https://youtu.be/Z5B7eKSJHBQ,"1,630,000 in Serbia. Population total all countries: 3,486,100. Ethnic population: 2,000,000 (1998 Los Angeles Times).","Indo-European, Albanian, Gheg",Indo-European,"Gheg Albanian,,,,,",,"Eurasia, Eurasia",,2015-4-14,,
Liisi_20150804_est,Liisi__20150804,Plator_Gashi_20140702,8/4/2015,liisi-est-thumb-raw.png (https://dl.airtable.com/Q0FzXM55RPmUOlpo297t_liisi-est-thumb-raw.png),Liisi_s1_F_20150804_est.png (https://dl.airtable.com/ldYz9E7FS4qWeV3EmVC4_Liisi_s1_F_20150804_est.png),est,,Estonian,,,,Kosovo,8/12/2015,Public,Standard,,,,,,Get a free Estonian lesson with italki: http://promos.italki.com/wikitongues_est,1 checked out of 1,checked,,,,,1,checked,Vbpr0ryoroA,https://youtu.be/Vbpr0ryoroA,"Population total all languages: 1,165,400.",,,"Estonian,,,,,",,Eurasia,,2015-8-10,,
Matic_20151010_slv,Matic__20151010,Plator_Gashi_20140702,10/10/2015,matic-slv-thumb-raw.png (https://dl.airtable.com/kt8P1q4XTYurSmm4fx3D_matic-slv-thumb-raw.png),Matic_s1_M_20151010_slv.jpg (https://dl.airtable.com/K0RjPdy4SWmK1TEmxOKr_Matic_s1_M_20151010_slv.jpg),slv,,Slovene,,,,Kosovo,10/12/2015,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,checked,nQmB8u7aBZs,https://youtu.be/nQmB8u7aBZs,"1,910,000 in Slovenia (ELDIA 2012). Population total all countries: 2,085,160.","Indo-European, Slavic, South, Western",Indo-European,"Slovene,,,,,",,Eurasia,,2015-2-7,,
Erika_20150904_lit,Erika__20150904,Plator_Gashi_20140702,9/4/2015,"Screen Shot 2017-05-11 at 19.43.02.png (https://dl.airtable.com/7Jon3sM1QpmjBwIFQa1f_Screen%20Shot%202017-05-11%20at%2019.43.02.png),Screen Shot 2017-05-11 at 19.43.33.png (https://dl.airtable.com/DEKR0WLiR56r4QT9um1b_Screen%20Shot%202017-05-11%20at%2019.43.33.png),Screen Shot 2017-05-11 at 19.43.03.png (https://dl.airtable.com/y6T6hIrCT9C4HkKVGylR_Screen%20Shot%202017-05-11%20at%2019.43.03.png),Screen Shot 2017-05-11 at 19.42.19.png (https://dl.airtable.com/TaO4jUURmGmMV5eimtWM_Screen%20Shot%202017-05-11%20at%2019.42.19.png),Screen Shot 2017-05-11 at 19.43.31 1.png (https://dl.airtable.com/gUi4jOGPQbKoK77aZA0G_Screen%20Shot%202017-05-11%20at%2019.43.31%201.png)",erika-lit-thumb.png (https://dl.airtable.com/0WMBP00sSMWPyRJ4Yonf_erika-lit-thumb.png),lit,,Lithuanian,,,,Kosovo,10/15/2015,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,checked,q_EJdzfnPSg,https://youtu.be/q_EJdzfnPSg,"2,800,000 in Lithuania (ELDIA 2012). Population total all countries: 3,001,860.","Indo-European, Baltic, Eastern",Indo-European,"Lithuanian,,,,,",,Eurasia,,2015-9-14,,
Enkelejd_20151027_als,Enkelejd__20151027,Plator_Gashi_20140702,10/27/2015,enkelejd-als-thumb-raw.png (https://dl.airtable.com/TwvgJUTlTyegJSmLbHLO_enkelejd-als-thumb-raw.png),maxresdefault.jpg (https://dl.airtable.com/E2AxjhQmQWRE3wz86kSZ_maxresdefault.jpg),als,,"Albanian, Tosk",,,,Kosovo,11/1/2015,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,checked,3Ptre1OzsJ4,https://youtu.be/3Ptre1OzsJ4,"1,570,000 in Albania (2011 census). Population total all countries: 1,778,200. Ethnic population: 2,310,000 ethnic Albanians (2011 census).","Indo-European, Albanian, Tosk",Indo-European,"Tosk Albanian,,,,,",,Eurasia,,2015-9-14,,
Pavel_20151105_bel,Pavel__20151105,Plator_Gashi_20140702,11/5/2015,pavel-bel-thumb-raw.png (https://dl.airtable.com/axQPXIbfSQGYWepx9Bwf_pavel-bel-thumb-raw.png),maxresdefault (1).jpg (https://dl.airtable.com/G5O24byGSamYiSCVKAco_maxresdefault%20(1).jpg),bel,bel,Belarusan,,,,Kosovo,11/5/2015,Public,CC BY-NC 3.0,checked,,,,,,1 checked out of 1,,,Facebook,2017-7-29,https://www.facebook.com/wikitongues/videos/1533604033370785/,1,checked,MfS4oDLBpp0,https://youtu.be/MfS4oDLBpp0,"2,220,000 in Belarus (2009 census). The majority of Belarusans speak Russian , as their L1. Population total all countries: 3,312,610. Ethnic population: 7,960,000 (2009 census).","Indo-European, Slavic, East",Indo-European,"Belarusian,,,,,",,Eurasia,,2015-7-9,,
Rejzka_20151107_hsb,Rejzka__20151107,Plator_Gashi_20140702,11/7/2015,rejzka-hsb-thumb-raw.png (https://dl.airtable.com/QjpzXWxoRpim03nigshU_rejzka-hsb-thumb-raw.png),rejzka-hsb-thumb.jpg (https://dl.airtable.com/q0kmUVdDRRym9E9CLTNy_rejzka-hsb-thumb.jpg),hsb,,"Sorbian, Upper",,,,Kosovo,11/7/2015,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,checked,Ph5MuSHtgS0,https://youtu.be/Ph5MuSHtgS0,"13,300 in Germany (Salminen 2007). 20,000–30,000 total Sorbian, one-third in lower Lusatia and two-thirds in upper Lusatia (Salminen 2007). Population total all countries: 13,490. Ethnic population: 45,000.","Indo-European, Slavic, West, Sorbian",Indo-European,"Upper Sorbian,,,,,",,Eurasia,,2015-2-7,,
Dragan_20151110_mkd,Dragan__20151110,Plator_Gashi_20140702,11/10/2015,dragan-mkd-thumb-raw.jpg (https://dl.airtable.com/L4QkZmBCSaTVALyeL9cv_dragan-mkd-thumb-raw.jpg),dragan-mkd-thumb.jpg (https://dl.airtable.com/3Qy2xBoCSSGfM62Ceq4K_dragan-mkd-thumb.jpg),mkd,,Macedonian,,,,Kosovo,11/10/2015,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,checked,HHjmbeH7iM8,https://youtu.be/HHjmbeH7iM8,"1,340,000 in Macedonia (2011 census). Population total all countries: 1,407,810.","Indo-European, Slavic, South, Eastern",Indo-European,"Macedonian,,,,,",,Eurasia,,2015-2-7,,
Sebastijan_20151112_hrv,Sebastijan__20151112,Plator_Gashi_20140702,11/12/2015,sebastian-hkv-thumb-raw.png (https://dl.airtable.com/PlHqfe5RQWu0IvIpb0LM_sebastian-hkv-thumb-raw.png),sebastian-hkv-thumb.jpg (https://dl.airtable.com/z9Z14pySgiGSpuBNiP73_sebastian-hkv-thumb.jpg),hrv,,Croatian,,,,Kosovo,11/12/2015,Public,CC BY-NC 3.0,checked,,,,,,1 checked out of 1,,,,,,1,checked,xJat2lF9Aio,https://youtu.be/xJat2lF9Aio,"4,200,000 in Croatia (ELDIA 2006). Population total all countries: 5,752,090.","Indo-European, Slavic, South, Western",Indo-European,"Croatian,,,,,",,"Eurasia, Eurasia, Eurasia",,2015-6-28,,
Giuseppina_20151208_aae,Giuseppina__20151208,Plator_Gashi_20140702,12/8/2015,giuseppina-aee.png (https://dl.airtable.com/dutcTRBMRbF3R4JdYHve_giuseppina-aee.png),maxresdefault (3).jpg (https://dl.airtable.com/c7g752mRySG000EEgvhj_maxresdefault%20(3).jpg),aae,,"Albanian, Arbëreshë",,,,Kosovo,12/8/2015,Public,Standard,,,,,,,1 checked out of 1,,,,2016-7-4,,1,checked,N_WS0_9PZgw,https://youtu.be/N_WS0_9PZgw,"100,000 (Salminen 2007). Ethnic population: 260,000 (Stephens 1976).","Indo-European, Albanian, Tosk",Indo-European,"Arbëresh Albanian,,,,,",,Eurasia,,2015-9-14,,
Orsolya_20151201_hun,Orsolya__20151201,Plator_Gashi_20140702,12/1/2015,"orsolya-hun-thumb-raw.png (https://dl.airtable.com/qaFYDrBOTTmVrbTCeLGT_orsolya-hun-thumb-raw.png),orsolya-hun-thumb-raw.png (https://dl.airtable.com/HNrQvEdiTmOpEnF8ICsb_orsolya-hun-thumb-raw.png)",Orsolya_s1_F_20151201_hun.jpg (https://dl.airtable.com/i0d9fP16Rfi41mredOPy_Orsolya_s1_F_20151201_hun.jpg),hun,,Hungarian,,,,Kosovo,2/23/2016,Public,Standard,,,,,,,1 checked out of 1,,13,,,,1,checked,i9WbGqPeY8k,https://youtu.be/i9WbGqPeY8k,"9,840,000 in Hungary (ELDIA 2012). Population total all countries: 12,606,130.",Uralic,,§,,Eurasia,,2015-12-1,,
Dragan_20150904_srp,Dragan__20150904,Plator_Gashi_20140702,9/4/2015,dragan-srp-thumb-raw.png (https://dl.airtable.com/xXtadzXrRKOoAxaHsu7A_dragan-srp-thumb-raw.png),Dragan speaking Serbian.jpg (https://dl.airtable.com/NEjqsWIETaU6oob9IhYo_Dragan%20speaking%20Serbian.jpg),srp,,Serbian,,,,Kosovo,3/17/2016,Public,Standard,,,,,,Get a free Serbian lesson with italki: http://promos.italki.com/wikitongues_srp,1 checked out of 1,,23,,,,1,checked,HHjmbeH7iM8,https://youtu.be/HHjmbeH7iM8,"6,620,000 in Serbia (2002 census). Population total all countries: 8,957,906.","Indo-European, Slavic, South, Western",Indo-European,§,,"Eurasia, Eurasia, Eurasia",,2015-9-14,,
Stefano_20150904_aae,Stefano__20150904,Plator_Gashi_20140702,9/4/2015,stefano-aae-thumb-raw.png (https://dl.airtable.com/rCQPwfKkSnCZoyhJ0fSs_stefano-aae-thumb-raw.png),Stefano speaking Arbëresh.jpg (https://dl.airtable.com/nmFHElYbR6i8yVTbeMJT_Stefano%20speaking%20Arbe%CC%88resh.jpg),aae,,"Albanian, Arbëreshë",,,,Kosovo,4/2/2016,Public,Standard,,,,,,,1 checked out of 1,,30,,,,1,checked,m4l6NewVbes,https://youtu.be/m4l6NewVbes,"100,000 (Salminen 2007). Ethnic population: 260,000 (Stephens 1976).","Indo-European, Albanian, Tosk",Indo-European,§,,Eurasia,,2015-9-14,,
Max_20150904_fin+swe,Max__20150904,Plator_Gashi_20140702,9/4/2015,max-finswe-thumb-raw.png (https://dl.airtable.com/diSualOdSWuENG1ST7gv_max-finswe-thumb-raw.png),Max_s2_M_20150904_fin+swe.jpg (https://dl.airtable.com/SxhdDAYyTISs5lk560tK_Max_s2_M_20150904_fin%2Bswe.jpg),"fin,swe",,"Finnish, Swedish",,,,Kosovo,4/12/2016,Public,Standard,,,,,,"Get a free Finnish lesson with italki: http://promos.italki.com/wikitongues_fin, Get a free Swedish lesson with italki: http://promos.italki.com/wikitongues_swe",2 checked out of 2,,34,,,,2,checked,38mq_FwgCNs,https://youtu.be/38mq_FwgCNs,"5,100,000 in Finland (ELDIA 2012). 30,000 speakers of Tornedalen Finnish. Population total all countries: 5,392,180., 8,840,000 in Sweden (ELDIA 2012). 5,000 speakers of Gutniska (1998 S. Håkansson), and 30,000 of Jamska. Population total all countries: 9,197,090.","Uralic, Finnic, Indo-European, Germanic, North, East Scandinavian, Danish-Swedish, Swedish",Uralic,§,,"Eurasia, Eurasia",,2015-9-14,,
Benjamin_20150517_bos,Benjamin__20150517,Plator_Gashi_20140702,5/17/2015,benjamin-bos-thumb-raw.png (https://dl.airtable.com/0tORvHisT12e7Bgy9WLB_benjamin-bos-thumb-raw.png),Benjamin_s1_M_20150517_bos.jpg (https://dl.airtable.com/ZkYJlqVAS1eQqjY9lqAr_Benjamin_s1_M_20150517_bos.jpg),bos,,Bosnian,,,,Kosovo,6/8/2016,Public,CC BY-NC 3.0,checked,,,,,Get a free Bosnian lesson with italki: http://promos.italki.com/wikitongues_bos,1 checked out of 1,,37,,,,1,,Hh0nDkWeI5w,https://youtu.be/Hh0nDkWeI5w,"2,000,000 in Bosnia and Herzegovina (2004). Population total all countries: 2,225,290.","Indo-European, Slavic, South, Western",Indo-European,§,,"Eurasia, Eurasia, Eurasia",,2015-6-28,,
Irena_20150720_aln,Irena__20150720,Plator_Gashi_20140702,7/20/2015,Irena_s1_F_20150720_aln.png (https://dl.airtable.com/cWjDLKET8qwCfZ18buA6_Irena_s1_F_20150720_aln.png),Irena_s1_F_20150720_aln.jpg (https://dl.airtable.com/6x3MQiNER2CVUWt5KPc1_Irena_s1_F_20150720_aln.jpg),aln,,"Albanian, Gheg",,,,Kosovo,7/27/2016,Public,CC BY-NC 3.0,checked,,,,,,1 checked out of 1,,45,,,,1,,YKURmilQeTk,https://youtu.be/YKURmilQeTk,"1,630,000 in Serbia. Population total all countries: 3,486,100. Ethnic population: 2,000,000 (1998 Los Angeles Times).","Indo-European, Albanian, Gheg",Indo-European,§,,"Eurasia, Eurasia",,2015-7-20,,
Maxim_20150904_rus+sqi,Maxim__20150904,Plator_Gashi_20140702,9/4/2015,maxim-sqirus-thumb-raw.png (https://dl.airtable.com/BHKGDZYIT7S90ytU7Iqz_maxim-sqirus-thumb-raw.png),Maxim_s2_M_20150904_rus+sqi.jpg (https://dl.airtable.com/V25fy6eTWOAKAlwBpqmA_Maxim_s2_M_20150904_rus%2Bsqi.jpg),"rus,sqi",,"Russian, Albanian",,,,Kosovo,8/7/2016,Public,Standard,,,,,,Get a free Russian lesson with italki: http://promos.italki.com/wikitongues_rus,2 checked out of 2,,48,,,,2,,G1ZIzrAxWbA,https://youtu.be/G1ZIzrAxWbA,"137,000,000 in Russian Federation (2010 census). Population total all countries: 167,332,230., Population total all languages: 5,414,300.","Indo-European, Slavic, East",Indo-European,§,,"Eurasia, Eurasia, Eurasia",,2015-9-14,,
Gjyste_20150720_aln,Gjyste__20150720,Plator_Gashi_20140702,7/20/2015,gjyste-aln-thumb-raw.png (https://dl.airtable.com/kTWO2QQZekjeSzwMLFvQ_gjyste-aln-thumb-raw.png),Gjyste_s1_F_20150720_aln.jpg (https://dl.airtable.com/1rttbDGtRYGPtgy7kaYa_Gjyste_s1_F_20150720_aln.jpg),aln,,"Albanian, Gheg",,,,Kosovo,1/31/2017,Public,CC BY-NC 3.0,checked,,,,,,1 checked out of 1,,53,,,,1,,NSczRqnBvFU,https://youtu.be/NSczRqnBvFU,"1,630,000 in Serbia. Population total all countries: 3,486,100. Ethnic population: 2,000,000 (1998 Los Angeles Times).","Indo-European, Albanian, Gheg",Indo-European,§,,"Eurasia, Eurasia",,2015-7-20,,
Stere_20140729_rup,Stere__20140729,Plator_Gashi_20140702,7/29/2014,"stere-rup-thumb-raw.png (https://dl.airtable.com/FUEcpTOPQ6qvvE9iJgLj_stere-rup-thumb-raw.png),Screen Shot 2017-01-30 at 20.00.29.png (https://dl.airtable.com/5xlSPn7rRXLNGif6CV7P_Screen%20Shot%202017-01-30%20at%2020.00.29.png)",Stere_s1_M_20140729_rup.jpg (https://dl.airtable.com/6fHHP9a8QNqx8Hdw68k9_Stere_s1_M_20140729_rup.jpg),rup,,Aromanian,,,,Kosovo,2/9/2017,Public,Standard,,,,,,,1 checked out of 1,,71,,,,1,,bY8HBFwRE-w,https://youtu.be/bY8HBFwRE-w,"50,000 in Greece (Salminen 1993). Population total all countries: 114,340. Ethnic population: 700,000 ( Association of French Aromanians).","Indo-European, Italic, Romance, Eastern",Indo-European,§,"This video was recorded by Plator Gashi at a Youth of European Nationalities conference in Tirana, Albania. Romanian native Stere speaks his mother tongue, Aromanian, which is spoken by 250,000 people across eastern Europe — in particular Romania, Albania, Greece, Macedonia, Serbia, Bulgaria, and Turkey — with varying degrees of political recognition. An Eastern Romance language, Aromanian shares many similarities with the Romanian, Istro-Romanian, and Megleno-Romanian languages. Culturally, Aromanian speakers tend to identify eponymously ('Aromanians') or as 'Vlachs'.",Eurasia,,2015-2-7,,
Iasmin_20150612_yue+eng,Iasmin__20150612,Plator_Gashi_20140702,6/12/2015,jasmin-yue-thumb-raw.png (https://dl.airtable.com/IBz7gaHTpOKtZKAUqUib_jasmin-yue-thumb-raw.png),Iasmin_s2_F_20150612_yue+eng.jpg (https://dl.airtable.com/XPqbsI6bSF2g1cvSrKCJ_Iasmin_s2_F_20150612_yue%2Beng.jpg),"yue,eng",,"Chinese, Yue, English",Cantonese,,,Kosovo,3/16/2017,Public,CC BY-NC 3.0,checked,,,,,Get a free English lesson with italki: http://promos.italki.com/wikitongues_eng,2 checked out of 2,,64,,,,2,,xj26oHydbyE,https://youtu.be/xj26oHydbyE,"52,000,000 in China (1984). Population total all countries: 62,221,560., 55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000.","Sino-Tibetan, Chinese, Indo-European, Germanic, West, English",Sino-Tibetan,§Cantonese,,"Eurasia, Eurasia, Eurasia",,2015-6-28,,
Lena_20140729_dan,Lena__20140729,Plator_Gashi_20140702,7/29/2014,"Screen Shot 2016-04-06 at 6.23.33 PM.png (https://dl.airtable.com/8BUvKW0aRrqOiXd4ERIK_Screen%20Shot%202016-04-06%20at%206.23.33%20PM.png),Screen Shot 2016-04-06 at 6.22.34 PM.png (https://dl.airtable.com/gXFagI20QF2XJfpBnH9x_Screen%20Shot%202016-04-06%20at%206.22.34%20PM.png),Screen Shot 2016-09-20 at 12.24.28 1.png (https://dl.airtable.com/0u2k0CQ7SAGYkTf7nCFj_Screen%20Shot%202016-09-20%20at%2012.24.28%201.png),Screen Shot 2016-09-20 at 12.26.56.png (https://dl.airtable.com/h8hEpGEoTwWGTsHQlsch_Screen%20Shot%202016-09-20%20at%2012.26.56.png),Screen Shot 2016-09-20 at 12.25.22.png (https://dl.airtable.com/c93EN0ULT5amNi2qNSvL_Screen%20Shot%202016-09-20%20at%2012.25.22.png),Screen Shot 2016-09-20 at 12.24.50.png (https://dl.airtable.com/704DKuycRxSDcw62X9CP_Screen%20Shot%202016-09-20%20at%2012.24.50.png),Screen Shot 2016-09-20 at 12.24.55.png (https://dl.airtable.com/YX3uvghBRGGriiSSkv6A_Screen%20Shot%202016-09-20%20at%2012.24.55.png)",Lena_s1_F_20140729_dan.jpg (https://dl.airtable.com/sdeL7US4SLsf2qARyywv_Lena_s1_F_20140729_dan.jpg),dan,"dan,eng",Danish,,,,Kosovo,3/28/2017,Public,Standard,,,,,,Get a free Danish lesson with italki: http://promos.italki.com/wikitongues_dan,1 checked out of 1,,84,,,,1,,89yLb3goapY,https://youtu.be/89yLb3goapY,"5,380,000 in Denmark (ELDIA 2012). Population total all countries: 5,522,490.","Indo-European, Germanic, North, East Scandinavian, Danish-Swedish, Danish-Riksmal, Danish",Indo-European,§,,Eurasia,,2015-2-7,,https://www.dropbox.com/sh/pm8ldecd41od2ca/AABsxmryYvY7FkNHj_Uff7nja?dl=0
Slobodan_20140729_srp,Slobodan__20140729,Plator_Gashi_20140702,7/29/2014,Screen Shot 2017-06-01 at 14.00.23.png (https://dl.airtable.com/sD8akHDiQ72EKuNZFLdi_Screen%20Shot%202017-06-01%20at%2014.00.23.png),Slobodan_s1_M_20140729_srp.png (https://dl.airtable.com/W2Ij5DN8STOU5EYVW4B2_Slobodan_s1_M_20140729_srp.png),srp,,Serbian,,,,Kosovo,6/13/2017,Public,Standard,,,,,,Get a free Serbian lesson with italki: http://promos.italki.com/wikitongues_srp,1 checked out of 1,,81,,,,1,,hPozChGO_LA,https://youtu.be/hPozChGO_LA,"6,620,000 in Serbia (2002 census). Population total all countries: 8,957,906.","Indo-European, Slavic, South, Western",Indo-European,Serbian,"This video was recorded by Plator Gashi at the Youth of European Nationalities conference in Tirana, Albania. Serbian is spoken by as many as 10 million people, principally in the Balkan nation of Serbia, where it is the only official language, as well as in neighboring Kosovo and Bosnia-Herzegovina. A literary language since at least the 12th century CE, Serbian boasts an oral tradition of epic poetry, which was cultivated between the 15th and 19th centuries, during the period of Ottoman rule. One of two standardized varieties of Serbo-Croatian, it is a sister tongue of Croatian, and closely related to other Slavic languages, especially Slovene and Macedonian.","Eurasia, Eurasia, Eurasia",,2015-2-7,,
Riike_20140729_dan,Riike__20140729,Plator_Gashi_20140702,7/29/2014,Riike_20140729_dan.png (https://dl.airtable.com/iEJxJNQjSzyVxxXefIcJ_Riike_20140729_dan.png),Riike_20140729_dan.jpg (https://dl.airtable.com/Cd1tNKjFTI2JrNaqqeoD_Riike_20140729_dan.jpg),dan,,Danish,,,,Kosovo,9/16/2017,Public,Standard,,,,,,Get a free Danish lesson with italki: http://promos.italki.com/wikitongues_dan,1 checked out of 1,,58,,,,1,,f7Msppvklb0,https://youtu.be/f7Msppvklb0,"5,380,000 in Denmark (ELDIA 2012). Population total all countries: 5,522,490.","Indo-European, Germanic, North, East Scandinavian, Danish-Swedish, Danish-Riksmal, Danish",Indo-European,§,,Eurasia,,2015-2-7,,
Angel_20140729_rup,Angel__20140729,Plator_Gashi_20140702,7/29/2014,angel-rup-thumb-raw.png (https://dl.airtable.com/I6UMgVRThl5YxfvACVDw_angel-rup-thumb-raw.png),Angel_20140729_rup.jpg (https://dl.airtable.com/0svn8cxuRLmShLgSGsLv_Angel_20140729_rup.jpg),rup,,Aromanian,,,,Kosovo,12/28/2017,Public,Standard,,,,,,,1 checked out of 1,,86,,,,1,,vUeMj9_XrJA,https://youtu.be/vUeMj9_XrJA,"50,000 in Greece (Salminen 1993). Population total all countries: 114,340. Ethnic population: 700,000 ( Association of French Aromanians).","Indo-European, Italic, Romance, Eastern",Indo-European,§,"This video was recorded by Plator Gashi at a Youth of European Nationalities conference in Tirana, Albania. Romanian native Stere speaks his mother tongue, Aromanian, which is spoken by 250,000 people across eastern Europe — in particular Romania, Albania, Greece, Macedonia, Serbia, Bulgaria, and Turkey — with varying degrees of political recognition. An Eastern Romance language, Aromanian shares many similarities with the Istro-Romanian, and Megleno-Romanian, and Romanian languages. It is generally considered by linguists to be most similar to the latter, the greatest divergence being in vocabulary: whereas Slavic loanwords feature prominently in Romanian, Aromanian borrows more heavily from Greek. This is the historical result of closer contact between the Greek and Aromanian communities. Culturally, Aromanian speakers tend to identify eponymously ('Aromanians') or as 'Vlachs'.",Eurasia,,2015-2-7,,
